subject_id,video_path,condition,label,mean_hr_bpm,hr_psd_quality,snr_proxy,n_peaks,peak_rate_per_sec,ibi_mean_ms,ibi_median_ms,ibi_std_ms,sdnn_ms,rmssd_ms,pnn50,prv_mean_hr_bpm,prv_min_hr_bpm,prv_max_hr_bpm,lf_power,hf_power,lf_hf_ratio,total_power,sd1_ms,sd2_ms,sd1_sd2_ratio,window_start_sec,window_end_sec,window_duration_sec,fps,detection_rate,rppg_method
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.38489620637584554,0.38489620637584554,62.0,1.0334705882352941,971.8123109911368,967.6134099834934,60.557770967378254,60.557770967378254,75.29601317845571,0.65,61.740316215385,54.05846105140862,70.27599917688076,0.0015398472568978702,0.0009265270697952958,1.6619380995064514,0.0031337530871523986,53.67458410297284,66.73474560113178,0.8042974257478788,0.0,59.99203141897661,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.3889682722307583,0.3889682722307583,62.0,1.0334705882352941,963.4145089758507,967.6134099834926,60.78026977616986,60.78026977616986,80.74597847977175,0.6833333333333333,62.27848845768118,54.05846105140862,70.27599917688076,0.0012730182601074663,0.0009211265889831666,1.3820081357453602,0.002825885244413572,57.56891915211732,63.83025877892831,0.9019064037086897,9.989185497182538,69.98121691615914,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.41384225859750173,0.41384225859750173,63.0,1.050139468690702,962.564193897242,967.6134099834934,61.95028649628166,61.95028649628166,81.23370067437527,0.6557377049180327,62.33350435957543,54.058461051408706,72.69930946396292,0.0005897732487194075,0.0010232305711611576,0.5763778971841802,0.001850064003090832,57.90899931513278,65.74362168501754,0.8808306847433914,19.978370994365076,79.97040241334169,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.44039529547665696,0.44039529547665696,62.0,1.0334705882352941,962.947964419446,967.6134099834926,63.24957473455962,63.24957473455962,85.2985638061896,0.7,62.30866214363609,54.058461051408685,72.6993094639623,0.0004269192285348027,0.0011818769338102584,0.36121833343098864,0.0016467713678504194,60.82325049272929,65.5861998266708,0.9273787876748054,29.967556491547615,89.95958791052422,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.4726977912334162,0.4726977912334162,63.0,1.050139468690702,951.5477224363293,939.1541920428068,58.44251921036831,58.44251921036831,79.83230386684264,0.6557377049180327,63.05516576281132,55.481052118554466,72.6993094639623,0.00044480844508778557,0.001476449318203567,0.30126698352176173,0.001975594355518913,56.88343427765315,59.96107911044007,0.9486726241766756,39.95674198873015,99.94877340770677,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.45344328376715753,0.45344328376715753,63.0,1.050139468690702,945.5804670616684,939.1541920428033,56.54851308735558,56.54851308735558,77.1253327900456,0.639344262295082,63.45308670759173,55.481052118554466,72.6993094639626,0.0006656224636730823,0.00139524419257736,0.47706179075765565,0.0021090819503996657,54.98843321072868,58.06669336040138,0.9469875072782808,49.94592748591269,109.9379589048893,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.48405085734702985,0.48405085734702985,65.0,1.083477229601518,912.0289999430815,939.1541920427997,104.95604647165679,104.95604647165679,115.62968869790441,0.6984126984126984,65.78738104366275,54.05846105140896,150.5914247917999,0.0006427548186092747,0.0009818364111783774,0.6546388633613919,0.0016438089204780593,82.40921072169209,123.45146969618835,0.6675433748810291,59.93511298309523,119.92714440207183,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.39243878087451384,0.39243878087451384,67.0,1.116814990512334,899.0525667627383,910.694974102114,103.99555431349927,103.99555431349927,116.22001423047745,0.6615384615384615,66.73692012100659,54.05846105140862,150.5914247917999,0.0008877454345615856,0.0015166923895544734,0.585312873953049,0.0024253902056891397,82.81009875458899,121.54274218643897,0.6813249171287433,69.92429848027777,129.91632989925438,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.33433109562096947,0.33433109562096947,66.0,1.1001461100569259,906.3166328804668,910.694974102114,107.57607547382828,107.57607547382828,112.43867486253585,0.609375,66.20202825505582,54.05846105140862,150.5914247917999,0.0021931198313811825,0.0029944563274944456,0.7323908808873559,0.005246998704307264,80.13403967278623,129.3203762537904,0.6196551694941494,79.9134839774603,139.90551539643693,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.2709233074751936,0.2709233074751936,66.0,1.1001461100569259,912.4463105907696,939.1541920427997,109.63229485696505,109.63229485696505,111.47788445552123,0.609375,65.75729294535658,54.05846105140862,150.5914247917999,0.0025694105170015282,0.003005230382162442,0.8549767041106677,0.005697177628885951,79.4398003322341,133.14577828224157,0.5966377706536946,89.90266947464283,149.89470089361944,59.99203141897661,35.138,1.0,pos
