subject_id,video_path,condition,label,mean_hr_bpm,hr_psd_quality,snr_proxy,n_peaks,peak_rate_per_sec,ibi_mean_ms,ibi_median_ms,ibi_std_ms,sdnn_ms,rmssd_ms,pnn50,prv_mean_hr_bpm,prv_min_hr_bpm,prv_max_hr_bpm,lf_power,hf_power,lf_hf_ratio,total_power,sd1_ms,sd2_ms,sd1_sd2_ratio,window_start_sec,window_end_sec,window_duration_sec,fps,detection_rate,rppg_method
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.3848962063758455,0.3848962063758455,62.0,1.033470588235294,971.8123109911368,967.6134099834934,60.557770967378254,60.557770967378254,75.29601317845571,0.65,61.740316215385,54.05846105140862,70.27599917688076,0.0015398472568978,0.0009265270697952,1.6619380995064514,0.0031337530871523,53.67458410297284,66.73474560113178,0.8042974257478788,0.0,59.99203141897661,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.3889682722307583,0.3889682722307583,62.0,1.033470588235294,963.4145089758508,967.6134099834926,60.78026977616986,60.78026977616986,80.74597847977175,0.6833333333333333,62.27848845768118,54.05846105140862,70.27599917688076,0.0012730182601074,0.0009211265889831,1.3820081357453602,0.0028258852444135,57.56891915211732,63.83025877892831,0.9019064037086896,9.989185497182538,69.98121691615914,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.4138422585975017,0.4138422585975017,63.0,1.050139468690702,962.564193897242,967.6134099834934,61.95028649628166,61.95028649628166,81.23370067437527,0.6557377049180327,62.33350435957543,54.05846105140871,72.69930946396292,0.0005897732487194,0.0010232305711611,0.5763778971841802,0.0018500640030908,57.90899931513278,65.74362168501754,0.8808306847433914,19.97837099436508,79.97040241334169,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.4403952954766569,0.4403952954766569,62.0,1.033470588235294,962.947964419446,967.6134099834926,63.24957473455962,63.24957473455962,85.2985638061896,0.7,62.30866214363609,54.058461051408685,72.6993094639623,0.0004269192285348,0.0011818769338102,0.3612183334309886,0.0016467713678504,60.82325049272929,65.5861998266708,0.9273787876748054,29.96755649154761,89.95958791052422,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.4726977912334162,0.4726977912334162,63.0,1.050139468690702,951.5477224363292,939.1541920428068,58.44251921036831,58.44251921036831,79.83230386684264,0.6557377049180327,63.05516576281132,55.48105211855447,72.6993094639623,0.0004448084450877,0.0014764493182035,0.3012669835217617,0.0019755943555189,56.88343427765315,59.96107911044007,0.9486726241766756,39.95674198873015,99.94877340770677,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.4534432837671575,0.4534432837671575,63.0,1.050139468690702,945.5804670616684,939.1541920428032,56.54851308735558,56.54851308735558,77.1253327900456,0.639344262295082,63.45308670759173,55.48105211855447,72.6993094639626,0.000665622463673,0.0013952441925773,0.4770617907576556,0.0021090819503996,54.98843321072868,58.06669336040138,0.9469875072782808,49.94592748591269,109.9379589048893,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.4840508573470298,0.4840508573470298,65.0,1.083477229601518,912.0289999430815,939.1541920427997,104.9560464716568,104.9560464716568,115.6296886979044,0.6984126984126984,65.78738104366275,54.05846105140896,150.5914247917999,0.0006427548186092,0.0009818364111783,0.6546388633613919,0.001643808920478,82.40921072169209,123.45146969618835,0.6675433748810291,59.93511298309523,119.92714440207185,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.3924387808745138,0.3924387808745138,67.0,1.116814990512334,899.0525667627383,910.694974102114,103.99555431349928,103.99555431349928,116.22001423047745,0.6615384615384615,66.73692012100659,54.05846105140862,150.5914247917999,0.0008877454345615,0.0015166923895544,0.585312873953049,0.0024253902056891,82.81009875458899,121.54274218643896,0.6813249171287433,69.92429848027777,129.91632989925438,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.3343310956209694,0.3343310956209694,66.0,1.100146110056926,906.3166328804668,910.694974102114,107.57607547382828,107.57607547382828,112.43867486253583,0.609375,66.20202825505582,54.05846105140862,150.5914247917999,0.0021931198313811,0.0029944563274944,0.7323908808873559,0.0052469987043072,80.13403967278623,129.3203762537904,0.6196551694941494,79.9134839774603,139.90551539643693,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,63.773594306049816,0.2709233074751936,0.2709233074751936,66.0,1.100146110056926,912.4463105907696,939.1541920427997,109.63229485696505,109.63229485696505,111.47788445552123,0.609375,65.75729294535658,54.05846105140862,150.5914247917999,0.0025694105170015,0.0030052303821624,0.8549767041106677,0.0056971776288859,79.4398003322341,133.14577828224157,0.5966377706536946,89.90266947464283,149.89470089361944,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,60.02220640569395,0.3075417602338099,0.3075417602338099,65.0,1.083477229601518,924.9245830724572,939.154192042801,116.62603760384334,116.62603760384334,116.7362181079668,0.6825396825396826,64.8701531447977,54.05846105140862,150.59142479179857,0.0012758441333808,0.0017046007942275,0.7484665342384108,0.0030876178294462,83.20550186336862,142.40825030176842,0.5842744481531814,99.89185497182538,159.883886390802,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,60.02220640569395,0.3866854525721128,0.3866854525721128,64.0,1.06680834914611,937.798991188484,967.6134099834926,122.61336899438555,122.61336899438555,108.91057251194528,0.6774193548387096,63.9795946934911,52.706999536995234,150.5914247917989,0.0006070948214478,0.0011268798077302,0.538734858797514,0.0018277822388135,77.61525082830555,155.06111489076144,0.5005461935313635,109.88104046900791,169.87307188798454,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T1.avi,rest,0,60.02220640569395,0.4594815976296866,0.4594815976296866,63.0,1.050139468690702,961.187134964628,967.613409983496,113.65236188456416,113.65236188456416,122.43483913423736,0.6721311475409836,62.42280737348815,52.706999536995234,150.5914247917999,0.0007438641256354,0.0013631335532115,0.5456975707972073,0.002179999069023,87.27713248293131,134.96822170213522,0.646649495531466,119.87022596619046,179.86225738516706,59.99203141897661,35.138,1.0,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T2.avi,speech,1,60.02220640569395,0.0708536497535048,0.0708536497535048,65.0,1.083477229601518,889.9152276692263,939.1541920427997,329.05068593528534,329.05068593528534,451.7327037090058,0.8709677419354839,67.42215152663952,35.73355910921931,191.66181205944355,0.0082323306792025,0.0348957416875567,0.2359121176959208,0.0447212258598187,321.9708155677943,335.98140090125963,0.958299521028648,0.0,59.99203141897661,59.99203141897661,35.138,0.994308300395257,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T2.avi,speech,1,75.02775800711744,0.0766360266773253,0.0766360266773253,68.0,1.133483870967742,875.439525011405,825.3173202800426,328.8087471977589,328.8087471977589,419.1426342936315,0.8636363636363636,68.53700067271731,34.56196701402644,191.6618120594414,0.0140740865818832,0.0701964506338317,0.2004956724997637,0.1033737501665733,298.63961786241435,356.4333922495346,0.8378553310318408,9.989185497182538,69.98121691615914,59.99203141897661,35.138,0.994308300395257,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T2.avi,speech,1,75.02775800711744,0.0742446912380791,0.0742446912380791,60.0,1.000132827324478,963.688000612364,981.8430189538336,333.3176162507678,333.3176162507678,446.8426350733907,0.9473684210526316,62.26081401788295,35.73355910921938,191.66181205944355,0.0098012124121189,0.0415023769768456,0.2361602097148562,0.0527263577797128,318.7454380348156,347.27886825745924,0.9178371250315512,19.97837099436508,79.97040241334169,59.99203141897661,35.138,0.994308300395257,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T2.avi,speech,1,56.27081850533808,0.0670209576288924,0.0670209576288924,61.0,1.016801707779886,964.293167890413,967.6134099834926,344.3165374458794,344.3165374458794,447.2103306953535,0.9491525423728814,62.221740623802994,35.73355910921934,191.66181205944355,0.015294886550833,0.0184050925316743,0.831013384712809,0.0347438393138359,318.8981435047496,367.9833284085891,0.8666103023612959,29.96755649154761,89.95958791052422,59.99203141897661,35.138,0.994308300395257,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T2.avi,speech,1,56.27081850533808,0.06986477798275,0.06986477798275,74.0,1.2334971537001898,815.1811604655461,768.398884398657,253.8553139854716,253.8553139854716,331.3459160372047,0.8472222222222222,73.60327025921647,36.98736819304176,175.6899948555046,0.0145313096404076,0.0321308377735678,0.4522541621936803,0.0503790592586832,235.94115340223703,270.58605471928297,0.871963463299291,39.95674198873015,99.94877340770677,59.99203141897661,35.138,0.994308300395257,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T2.avi,speech,1,56.27081850533808,0.0729322269226838,0.0729322269226838,71.0,1.1834905123339658,841.5797305318621,825.3173202800388,246.94325213801105,246.94325213801105,314.99513813205544,0.8260869565217391,71.29449190647242,36.98736819304168,175.68999485550734,0.0128835933545045,0.0380153509472152,0.3389049329925762,0.0586997161410673,224.35139966430373,267.6348053255825,0.8382743768434511,49.94592748591269,109.9379589048893,59.99203141897661,35.138,0.994308300395257,pos
s51,C:\Users\Lenovo\Documents\rppg_stress_project\data\UBFC-Phys\s51\vid_s51_T2.avi,speech,1,56.27081850533808,0.072151473529254,0.072151473529254,72.0,1.2001593927893737,831.7306651680819,825.317320280039,238.69886522930568,238.69886522930568,293.47906293449233,0.8,72.13873648206469,36.98736819304172,175.68999485550552,0.0068750224269058,0.0223618142606183,0.307444613944735,0.0345102730398995,208.96805122299,265.11629540935866,0.7882127761797747,59.93511298309523,119.92714440207185,59.99203141897661,35.138,0.994308300395257,pos
